type,price,position,capital,profit
buy,105101.95,0.08659663622162143,479.02501738594975,
close_long,105941.81,,9653.229398616086,72.72905089709103
buy,105961.17,0.0865464955576206,482.6614699308043,
close_long,106028.42,,9659.049650442335,5.820251826249986
buy,105971.97,0.08658985171192173,482.9524825221168,
close_long,105342.3,,9604.526618514888,-54.5230319274456
buy,105494.28,0.08649094801717348,480.22633092574443,
close_long,105530.86,,9607.690457393357,3.163838878468357
buy,105633.7,0.08640524694793128,480.3845228696679,
close_long,105495.59,,9595.757028737378,-11.933428655978839
buy,105632.06,0.08629926536792437,479.78785143686895,
close_long,104512.61,,9499.149316121255,-96.60771261612268
buy,104446.09,0.08640047559765227,474.95746580606277,
close_long,104630.38,,9515.072059769147,15.92274364789204
buy,104634.15,0.08638975379243478,475.7536029884574,
close_long,103604.06,,9426.082838285098,-88.98922148404884
buy,103584.78,0.08644878809773832,471.3041419142549,
close_long,103668.17,,9433.291802724569,7.208964439470348
buy,103826.28,0.08631366945428788,471.66459013622847,
close_long,103600.0,,9413.760745600452,-19.53105712411616
buy,103697.98,0.08624153246109934,470.6880372800226,
close_long,104490.57,,9482.114921813796,68.35417621334368
buy,104455.32,0.08623791661088305,474.1057460906898,
close_long,104418.14,,9478.908596074203,-3.2063257395932845
buy,104476.19,0.08619153480109193,473.94542980371017,
close_long,104443.39,,9476.081513732726,-2.827082341476066
buy,104323.5,0.08629194225698034,473.80407568663634,
close_long,104288.89,,9473.09494961121,-2.9865641215141396
buy,104386.6,0.08621260010509632,473.6547474805605,
close_long,104178.04,,9455.11444973329,-17.980499877919943
buy,104223.32,0.08618377084175234,472.7557224866645,
close_long,104949.47,,9517.696794930027,62.58234519673796
buy,104845.53,0.08623936523744526,475.88483974650137,
close_long,103931.52,,9438.873152709348,-78.82364222067689
buy,103800.0,0.08638660399878498,471.9436576354674,
close_long,103994.93,,9455.71249342683,16.839340717482553
buy,104220.9,0.08619122334153216,472.78562467134157,
close_long,104094.99,,9444.860156495899,-10.852336930931362
buy,104142.86,0.08615681525042718,472.243007824795,
close_long,104234.3,,9452.738335682396,7.878179186499262
buy,104255.89,0.08613519503692574,472.6369167841198,
close_long,106052.29,,9607.471600046729,154.73326436433288
buy,106077.73,0.08604160383187302,480.37358000233644,
close_long,105332.12,,9543.318119813646,-64.15348023308289
buy,105248.74,0.0861402446606293,477.16590599068235,
close_long,105238.1,,9542.401587610455,-0.9165322031890457
buy,105261.56,0.08612148165227583,477.1200793805228,
close_long,105200.0,,9537.09994919994,-5.3016384105139
buy,105212.08,0.08611411305374765,476.854997459997,
close_long,105201.73,,9536.208668129831,-0.8912810701067895
buy,105547.89,0.08583211123143569,476.8104334064916,
close_long,106169.52,,9589.56448343463,53.35581530479777
buy,105981.13,0.08595951240813245,479.4782241717315,
close_long,105930.8,,9585.238141175128,-4.326342259501456
buy,105736.62,0.08611941855259202,479.26190705875644,
close_long,105581.62,,9571.889631299477,-13.348509875651763
buy,105332.93,0.08632908198541997,478.5944815649739,
close_long,105519.27,,9587.976192436641,16.08656113716411
buy,105565.1,0.08628398384328541,479.3988096218321,
close_long,105320.75,,9566.892700984534,-21.083491452107292
buy,105345.76,0.08627350608069378,478.3446350492267,
close_long,105353.25,,9567.538889545078,0.6461885605448484
buy,105396.34,0.08623792766492483,478.3769444772539,
close_long,105508.81,,9577.23806926955,9.699179724474195
buy,105300.06,0.08640428282572747,478.8619034634775,
close_long,105121.0,,9561.766518386776,-15.47155088277456
buy,105132.07,0.08640254293925188,478.0883259193388,
close_long,104789.62,,9532.177967557225,-29.588550829547813
buy,104801.88,0.08640655176395083,476.6088983778613,
close_long,104706.54,,9523.939966912048,-8.238000645176028
buy,104774.92,0.08635409092716508,476.1969983456024,
close_long,105003.92,,9543.71505373437,19.7750868223208
buy,104649.23,0.08663732452735344,477.1857526867185,
close_long,104558.11,,9535.820660723437,-7.894393010932042
buy,104571.99,0.08662959964410417,476.7910330361719,
close_long,104515.47,,9530.924355751551,-4.896304971885121
buy,104527.0,0.08662238596691738,476.5462177875776,
close_long,104531.49,,9531.313290264543,0.3889345129919128
buy,104583.99,0.08657871654878835,476.56566451322715,
close_long,101408.97,,9256.424133647808,-274.88915661673434
buy,101312.0,0.08679724935807621,462.8212066823904,
close_long,101564.68,,9278.356062615607,21.931928967798093
buy,101591.88,0.08676321630709882,463.9178031307804,
close_long,104692.0,,9547.332444753569,268.9763821379628
buy,104659.28,0.0866618404265335,477.3666222376785,
close_long,104655.99,,9547.047327298564,-0.2851174550027403
buy,104668.32,0.0866517678026516,477.35236636492823,
close_long,104300.67,,9515.189804865919,-31.857522432645617
buy,104360.53,0.08661732854962143,475.75949024329594,
close_long,104295.04,,9509.517236019203,-5.672568846715161
buy,104268.15,0.08664238671366321,475.47586180096016,
close_long,104205.17,,9504.060498503977,-5.456737515226156
buy,104269.19,0.08659180601267526,475.20302492519886,
close_long,104817.16,,9551.510210444743,47.44971194076576
buy,104830.85,0.08655786631437697,477.5755105222372,
close_long,105414.49,,9602.028843540465,50.51863309572292
buy,105350.68,0.08658631725360902,480.1014421770233,
close_long,105453.82,,9610.959356302004,8.930512761538443
buy,105393.21,0.08663187494229375,480.54796781510026,
close_long,105764.64,,9643.13703361182,32.177677309815564
buy,105721.26,0.08665220393638166,482.156851680591,
close_long,105737.33,,9644.529534529078,1.3925009172582585
buy,105717.1,0.08666812708447945,482.22647672645394,
close_long,105508.33,,9626.435829637649,-18.093704891427127
buy,105542.31,0.08664879552243802,481.3217914818824,
close_long,105484.35,,9621.413665449167,-5.022164188479802
buy,105457.33,0.08667337758481755,481.0706832724584,
close_long,105474.25,,9622.880178997902,1.4665135487349616
buy,105466.4,0.08667913354440852,481.1440089498951,
close_long,106059.99,,9674.33204587853,51.45186688062641
buy,106144.85,0.08658559924089206,483.7166022939265,
close_long,106225.62,,9681.325564729215,6.993518850685944
buy,106203.84,0.08660006348633678,484.0662782364608,
close_long,106093.02,,9671.72854569366,-9.597019035555187
buy,106046.51,0.08664256955187849,483.58642728468305,
close_long,105510.02,,9625.245673554775,-46.482872138886485
buy,105437.73,0.08672401606025695,481.26228367773876,
close_long,107263.62,,9783.594187239038,158.3485136842625
buy,107418.6,0.08652518723830961,489.1797093619519,
close_long,109913.91,,9999.501352206664,215.90716496762616
buy,109864.31,0.08646598958839617,499.9750676103332,
close_long,109415.09,,9960.659100363764,-38.84225184289943
buy,109308.42,0.08656813578812662,498.0329550181882,
close_long,109260.16,,9956.48132213063,-4.1777782331345374
buy,109182.27,0.08663180620831659,497.8240661065315,
close_long,109456.6,,9980.247025527759,23.76570339712764
buy,109589.94,0.08651555675868945,499.01235127638796,
close_long,109019.99,,9930.937483953143,-49.3095415746148
buy,109041.44,0.08652114837951043,496.5468741976572,
close_long,109747.49,,9992.025740766494,61.08825681335359
buy,109882.69,0.08638689545849458,499.6012870383247,
close_long,109917.3,,9995.01559121831,2.9898504518185476
buy,110035.53,0.08629271664940764,499.7507795609156,
close_long,109825.54,,9976.894983649101,-18.120607569209565
buy,109811.06,0.08631234626518172,498.8447491824551,
close_long,109695.69,,9966.937128260488,-9.957855388613613
buy,109641.48,0.08635956274803536,498.3468564130244,
close_long,109503.62,,9955.031598940044,-11.905529320444204
buy,109508.51,0.08636114233490204,497.75157994700226,
close_long,108550.51,,9872.297624583209,-82.73397435683616
buy,108692.63,0.08628628034259588,493.61488122916046,
close_long,108435.68,,9850.126364849179,-22.171259734031015
buy,108553.61,0.08620275315216802,492.506318242459,
close_long,108422.71,,9838.842424461558,-11.283940387618292
buy,108419.8,0.08621027066309363,491.94212122307795,
close_long,108470.7,,9843.230527238307,4.388102776750964
buy,108510.92,0.08617629452295117,492.1615263619154,
close_long,107663.08,,9770.16681768997,-73.06370954833862
buy,107697.45,0.08618271348862458,488.50834088449847,
close_long,107719.0,,9772.02405516565,1.8572374756801104
buy,107719.69,0.08618129937439818,488.6012027582825,
close_long,107660.61,,9766.932463998608,-5.091591167039595
buy,107582.35,0.086246357704574,488.34662319993043,
close_long,106988.54,,9715.718514330054,-51.21394966855414
buy,107128.0,0.08615798473427629,485.78592571650273,
close_long,107581.22,,9754.76703617132,39.0485218412688
buy,107521.19,0.08618792895021674,487.73835180856605,
close_long,104002.25,,9451.476885471246,-303.29015070007586
buy,104110.07,0.08624432815382492,472.5738442735623,
close_long,104732.44,,9505.152767984342,53.675882513095615
buy,104625.62,0.08630672993464816,475.2576383992171,
close_long,105198.93,,9554.633279323174,49.48051133883294
buy,105239.59,0.08624987626193732,477.73166396615875,
close_long,105042.97,,9537.674828652553,-16.958450670621716
buy,105132.36,0.08618460659705465,476.88374143262763,
close_long,105566.81,,9575.117730988643,37.44290233609014
buy,105585.63,0.08615151365237116,478.75588654943215,
close_long,105308.82,,9551.27013049453,-23.84760049411266
buy,105308.82,0.08616283635093246,477.5635065247265,
close_long,105010.66,,9525.579819208135,-25.690311286394323
buy,104966.0,0.08621173359228443,476.27899096040676,
close_long,104947.27,,9523.965073437952,-1.614745770183136
buy,104942.94,0.08621606007765795,476.19825367189765,
close_long,104915.8,,9521.625169567442,-2.3399038705075865
buy,104933.54,0.08620259938899488,476.0812584783721,
close_long,104954.66,,9523.445768466538,1.820598899096425
buy,105022.53,0.0861460248581253,476.1722884233269,
close_long,104904.66,,9513.29173651651,-10.154031950026827
buy,104895.12,0.08615869975353177,475.66458682582555,
close_long,104478.9,,9477.430762505095,-35.860974011415095
buy,104517.18,0.08614429918966279,473.8715381252548,
close_long,104614.29,,9485.796235399403,8.365472894308205
buy,104478.23,0.08625247980971187,474.28981176997013,
close_long,105410.6,,9566.215459999585,80.41922460018192
buy,105451.38,0.08618099343033353,478.31077299997924,
close_long,105473.55,,9568.126092623936,1.910632624350344
buy,105487.99,0.08616829070297707,478.4063046311968,
close_long,105426.33,,9562.81295581919,-5.313136804745867
buy,105518.28,0.08609572017311341,478.1406477909595,
close_long,105037.27,,9521.400053458721,-41.412902360468834
buy,104976.46,0.08616531792733136,476.0700026729361,
close_long,105441.18,,9561.442800005907,40.04274654718827
buy,105416.06,0.08616685787730648,478.07214000029535,
close_long,105483.36,,9567.24182954105,5.799029535142977
buy,105534.9,0.08612202918715986,478.3620914770525,
close_long,105207.01,,9539.003277390872,-28.238552150177796
buy,105132.36,0.08619661076305457,476.9501638695436,
close_long,106976.73,,9697.981720383927,158.97844299305456
buy,107001.38,0.08610246554170356,484.8990860191964,
close_long,106805.86,,9681.146966321212,-16.834754062714232
buy,106817.29,0.08610113229801235,484.0573483160606,
close_long,108480.0,,9824.30818000444,143.16121368322865
buy,108521.15,0.08600252366478073,491.21540900022205,
close_long,107992.7,,9778.860146373787,-45.44803363065313
buy,107767.69,0.0862031759152961,488.94300731868935,
close_long,107079.81,,9719.562705725171,-59.29744064861428
buy,107192.49,0.08614021906235139,485.9781352862586,
close_long,106830.96,,9688.420432327559,-31.1422733976118
buy,106837.2,0.08614976254255241,484.42102161637797,
close_long,107324.35,,9730.388289150162,41.96785682260516
buy,107333.64,0.08612275587311352,486.5194144575081,
close_long,104480.27,,9484.648201224496,-245.74008792566553
buy,104500.78,0.08622343097499627,474.2324100612248,
close_long,104424.88,,9478.103842813493,-6.544358411001715
buy,104653.05,0.08603856887757039,473.90519214067467,
close_long,104228.31,,9441.559821068433,-36.544021745059695
buy,104282.09,0.08601171907865493,472.07799105342167,
close_long,104417.53,,9453.209248300445,11.649427232013224
buy,104539.99,0.08590539166768069,472.66046241502227,
close_long,105299.99,,9518.497345967882,65.28809766743733
buy,104850.16,0.08624281048945932,475.92486729839413,
close_long,104820.0,,9515.89626280352,-2.6010831643623944
buy,104894.88,0.08618248526203894,475.7948131401761,
close_long,104446.32,,9477.238247214378,-38.658015589139985
buy,104469.02,0.08618226087364138,473.8619123607189,
close_long,103941.07,,9431.73832258614,-45.499924628238716
buy,103933.17,0.08621070064981981,471.586916129307,
close_long,104713.63,,9499.022326015298,67.28400342915891
buy,104716.54,0.08617617818268761,474.9511163007649,
close_long,104819.48,,9507.893301797423,8.870975782126063
buy,104935.54,0.08607663939888766,475.3946650898712,
close_long,104892.86,,9504.219550827878,-3.673750969543924
buy,104979.87,0.08600704662033287,475.21097754139396,
close_long,104780.0,,9487.029322419872,-17.19022840800553
buy,104794.42,0.08600341369606204,474.3514661209936,
close_long,104897.65,,9495.907454815717,8.878132395844133
buy,104843.15,0.08604388633949792,474.79537274078587,
close_long,104307.96,,9449.857627285683,-46.04982753003484
buy,104392.53,0.08599623695221678,472.49288136428413,
close_long,104150.71,,9429.062017265898,-20.795610019784412
buy,104256.0,0.08591936115333988,471.45310086329494,
close_long,104269.3,,9430.204744769238,1.1427275033396704
buy,104317.08,0.08587946008008253,471.51023723846197,
close_long,104525.98,,9448.144963979967,17.940219210728742
buy,104539.64,0.08585965778895899,472.40724819899833,
close_long,104575.8,,9451.249649205616,3.1046852256490567
buy,104606.13,0.08583327924229042,472.5624824602808,
close_long,104614.68,,9451.983523743134,0.7338745375205838
buy,104620.56,0.08582810441423729,472.59917618715673,
close_long,104596.63,,9449.929657204502,-2.0538665386320987
buy,104590.99,0.08583371449437735,472.4964828602251,
close_long,105932.77,,9565.099618638767,115.16996143426555
buy,105941.79,0.08577205121517041,478.2549809319384,
close_long,103289.36,,9337.595256834113,-227.50436180465385
buy,103312.5,0.08586294489042862,466.87976284170566,
close_long,103145.03,,9323.21578945331,-14.37946738080018
buy,103221.0,0.08580671568751169,466.16078947266556,
close_long,103182.82,,9319.939689048362,-3.276100404948597
buy,103223.58,0.08577441999779453,465.99698445241813,
close_long,103419.64,,9336.75662183313,16.816932784767396
buy,103436.33,0.08575245071766828,466.83783109165654,
close_long,103461.99,,9338.957029718544,2.2004078854156677
buy,103516.16,0.08570651363258273,466.94785148592723,
close_long,103828.07,,9365.689748385683,26.73271866713918
buy,103807.7,0.08571045559208419,468.2844874192842,
close_long,103467.51,,9336.53190849781,-29.157839887871322
buy,103511.09,0.08568845437791177,466.82659542489046,
close_long,102217.99,,9225.728168141732,-110.80374035607696
buy,102172.56,0.08578077871137461,461.2864084070866,
close_long,102643.31,,9266.109469720112,40.3813015783796
buy,102627.8,0.08577406897774391,463.3054734860056,
close_long,102369.11,,9243.920575816259,-22.188893903852772
buy,102378.73,0.08577684590368963,462.196028790813,
close_long,102281.83,,9235.608799448191,-8.311776368067026
buy,100761.17,0.08707549107930944,461.78043997240957,
close_long,99474.96,,9123.611432067073,-111.99736738111788
buy,99535.21,0.08707904328994452,456.18057160335366,
close_long,99227.64,,9096.828530722385,-26.782901344688845
buy,99399.03,0.08694236859440445,454.8414265361193,
close_long,101009.99,,9236.889208833227,140.06067811084236
buy,101031.16,0.08685483516562183,461.84446044166134,
close_long,101153.84,,9247.544560011345,10.65535117811788
buy,101682.6,0.08639794155549502,462.3772280005673,
close_long,101624.39,,9242.5153358334,-5.029224177945918
buy,101930.5,0.08614094475198031,462.12576679167,
close_long,101540.02,,9208.879019726646,-33.63631610675292
buy,101732.13,0.08599480880563803,460.4439509863323,
close_long,105046.51,,9493.898494135876,285.01947440922976
buy,104980.0,0.08591354133576949,474.6949247067938,
close_long,104930.61,,9489.6552243293,-4.243269806573605
buy,104938.33,0.08590924272487312,474.48276121646506,
close_long,104904.0,,9486.705960026555,-2.949264302745044
buy,104940.79,0.08588052998290967,474.33529800132777,
close_long,105108.95,,9501.14762994848,14.44166992192639
buy,105358.88,0.08566995253225029,475.05738149742405,
close_long,105173.1,,9485.231866167038,-15.91576378144136
buy,105240.01,0.0856230465282043,474.2615933083519,
close_long,105100.01,,9473.244639653089,-11.9872265139486
buy,105105.44,0.08562432551227067,473.6622319826545,
close_long,105834.59,,9535.67761660036,62.43297694727166
buy,105837.89,0.08559216114163219,476.783880830018,
close_long,106291.93,,9574.539881445105,38.862264844746136
buy,106232.01,0.0856221480453288,478.7269940722553,
close_long,106130.41,,9565.8406712037,-8.699210241404659
buy,106162.35,0.08560048489547861,478.292033560185,
close_long,107001.92,,9637.708270307396,71.86759910369634
buy,107116.08,0.08547570875252367,481.8854135153698,
close_long,107295.06,,9653.006712659922,15.298442352526337
buy,107241.44,0.0855113133227876,482.65033563299613,
close_long,107776.19,,9698.733887459282,45.72717479936067
buy,107867.99,0.08541734385786105,484.93669437296415,
close_long,107769.19,,9690.294653886125,-8.43923357315692
buy,107779.51,0.08541308010392532,484.5147326943063,
close_long,107805.98,,9692.555538116476,2.2608842303510026
buy,107798.81,0.08541771250731481,484.6277769058238,
