type,price,position,capital,stop_loss,take_profit,reason,profit
close_long,107564.0,,10863.885462399277,,,signal,-8.320498994824032
buy,106955.57,0.06771587780109241,3621.295154133092,103746.9029,113372.90420000002,signal,
close_long,106988.54,,10866.11805489038,,,signal,2.2325924911011104
buy,107128.0,0.06762077797830869,3622.0393516301256,103914.16,113555.68000000001,signal,
close_long,107074.14,,10862.475999788468,,,signal,-3.6420551019117453
buy,106902.0,0.06774102137027975,3620.825333262823,103694.94,113316.12000000001,signal,
close_long,106459.82,,10832.52227495896,,,signal,-29.953724829509827
buy,106128.47,0.068046599716733,3610.840758319652,102944.6159,112496.17820000001,signal,
close_long,105780.01,,10808.810756821666,,,signal,-23.71151813729322
buy,105957.15,0.06800743355102616,3602.9369189405543,102778.43549999999,112314.579,signal,
close_long,105775.31,,10796.444285104746,,,signal,-12.36647171691836
buy,106066.67,0.06785948426025976,3598.81476170158,102884.6699,112430.67020000001,signal,
close_long,105671.73,,10769.643860391,,,signal,-26.800424713747145
buy,103266.1,0.0695268105757262,3589.881286797,100168.117,109462.066,signal,
close_long,103168.2,,10762.837185635635,,,signal,-6.8066747553642015
buy,103704.58,0.06918908297419224,3587.612395211878,100593.4426,109926.8548,signal,
close_long,104988.93,,10851.700184353538,,,signal,88.8629987179032
buy,105025.34,0.06888305993171769,3617.233394784512,101874.57979999999,111326.8604,signal,
close_long,105010.33,,10850.666249623962,,,signal,-1.0339347295747217
buy,105132.36,0.06880638368385632,3616.8887498746535,101978.38919999999,111440.3016,signal,
close_long,105341.3,,10865.042655430869,,,signal,14.3764058069051
buy,105404.98,0.06871935054953994,3621.6808851436226,102242.83059999999,111729.2788,signal,
close_long,105265.03,,10855.42538232146,,,signal,-9.617273109407915
buy,105280.42,0.06873975478898141,3618.475127440486,102122.0074,111597.2452,signal,
close_long,105200.01,,10849.898018638878,,,signal,-5.527363682582235
buy,105271.67,0.06871046451300006,3616.6326728796257,102113.5199,111587.97020000001,signal,
close_long,105286.6,,10850.923865874058,,,signal,1.0258472351796109
buy,105308.82,0.06869271960236606,3616.9746219580184,102149.5554,111627.34920000001,signal,
close_long,105272.67,,10848.440624060433,,,signal,-2.4832418136261327
buy,105048.91,0.06884691853893223,3616.1468746868104,101897.4427,111351.84460000001,signal,
close_long,104909.78,,10838.86195228411,,,signal,-9.578671776321961
buy,105006.84,0.06881368840534015,3612.9539840947027,101856.6348,111307.2504,signal,
close_long,104912.02,,10832.337038349517,,,signal,-6.524913934593832
buy,105044.09,0.06874787554032165,3610.7790127831713,101892.76729999999,111346.7354,signal,
close_long,105010.66,,10830.038796870205,,,signal,-2.2982414793124724
buy,104977.5,0.06877688899602427,3610.0129322900675,101828.175,111276.15000000001,signal,
close_long,104953.64,,10828.397780298761,,,signal,-1.6410165714451792
buy,104979.33,0.06876526887276292,3609.4659267662546,101829.9501,111278.0898,signal,
close_long,104972.41,,10827.921924638162,,,signal,-0.4758556605993993
buy,105014.28,0.06873936207938046,3609.3073082127203,101863.8516,111315.13680000001,signal,
close_long,104760.0,,10810.442879648617,,,signal,-17.479044989544782
buy,104841.3,0.06874163063378406,3603.4809598828715,101696.061,111131.778,signal,
close_long,104773.95,,10805.81313082543,,,signal,-4.629748823185757
buy,104630.85,0.06885039565816665,3601.937710275143,101491.92450000001,110908.70100000002,signal,
close_long,104506.36,,10797.241945069945,,,signal,-8.571185755485528
buy,104571.1,0.06883509207336727,3599.0806483566485,101433.967,110845.36600000001,signal,
close_long,104610.84,,10799.97745162894,,,signal,2.7355065589949743
buy,104701.17,0.0687669962785767,3599.9924838763136,101560.13489999999,110983.2402,signal,
close_long,105281.86,,10839.909758697948,,,signal,39.93230706900687
buy,105004.76,0.06882170394750327,3613.3032528993153,101854.6172,111305.0456,signal,
close_long,105486.01,,10873.030203722683,,,signal,33.12044502473595
buy,105499.99,0.06870793828967936,3624.3434012408934,102334.9903,111829.9894,signal,
close_long,105338.03,,10861.902266037287,,,signal,-11.127937685396908
buy,104800.77,0.06909556272685966,3620.634088679095,101656.7469,111088.81620000002,signal,
close_long,104578.04,,10846.512611351132,,,signal,-15.389654686154175
buy,104672.53,0.06908219766511255,3615.5042037837093,101532.3541,110952.8818,signal,
close_long,106686.18,,10985.619978679486,,,signal,139.1073673283535
buy,106883.1,0.06852109128995128,3661.873326226494,103676.607,113296.08600000001,signal,
close_long,106769.62,,10977.8442052399,,,signal,-7.7757734395843885
buy,106781.0,0.06853806204749223,3659.2814017466326,103577.56999999999,113187.86,signal,
close_long,106651.99,,10969.002109855155,,,signal,-8.842095384746614
buy,106660.0,0.06856054822085852,3656.3340366183847,103460.2,113059.6,signal,
close_long,106610.17,,10965.58573773731,,,signal,-3.4163721178455
buy,106758.64,0.06847586754406833,3655.195245912436,103555.8808,113164.1584,signal,
close_long,107347.51,,11005.909121857985,,,signal,40.3233841206752
buy,106671.55,0.06878378300404675,3668.6363739526614,103471.4035,113071.84300000001,signal,
close_long,107049.04,,11031.874312104183,,,signal,25.96519024619697
buy,107308.0,0.06853713492690315,3677.2914373680596,104088.76,113746.48000000001,signal,
close_long,107024.56,,11012.4481465805,,,signal,-19.42616552368159
buy,106656.0,0.0688346843845666,3670.816048860165,103456.31999999999,113055.36,signal,
close_long,106552.61,,11005.33132856198,,,signal,-7.1168180185203
buy,106636.11,0.06880303072171945,3668.443776187326,103437.0267,113034.27660000001,signal,
close_long,106455.72,,10992.91994985009,,,signal,-12.411378711890931
buy,106158.66,0.06903453095489392,3664.306649950029,102973.9002,112528.1796,signal,
close_long,105961.86,,10979.333954158166,,,signal,-13.585995691923324
buy,105956.01,0.06908108345566032,3659.777984719388,102777.32969999999,112313.3706,signal,
close_long,105722.77,,10963.221482252968,,,signal,-16.11247190519757
buy,105717.82,0.06913512141568923,3654.4071607509886,102546.28540000001,112060.88920000002,signal,
close_long,105495.99,,10947.885238269326,,,signal,-15.336243983642461
buy,105599.99,0.06911544365530922,3649.2950794231083,102431.9903,111935.9894,signal,
close_long,105317.85,,10928.385006996417,,,signal,-19.500231272908902
buy,105672.55,0.06894496257225058,3642.795002332139,102502.3735,112012.903,signal,
close_long,105288.07,,10901.877047786638,,,signal,-26.507959209778623
buy,104585.36,0.06949269029487262,3633.959015928879,101447.7992,110860.4816,signal,
close_long,103871.2,,10852.248148085651,,,signal,-49.62889970098647
buy,103688.66,0.06977457417931496,3617.416049361884,100578.0002,109909.9796,signal,
close_long,103680.96,,10851.71088386447,,,signal,-0.5372642211805221
buy,103928.58,0.06961005262052378,3617.2369612881557,100810.7226,110164.2948,signal,
close_long,104483.08,,10890.309658042552,,,signal,38.59877417808043
buy,104596.15,0.06941179420748313,3630.1032193475157,101458.2655,110871.919,signal,
close_long,104930.26,,10913.500832605214,,,signal,23.191174562662226
buy,105137.64,0.06920135568704805,3637.8336108684034,101983.5108,111445.8984,signal,
close_long,104924.58,,10898.756791762531,,,signal,-14.744040842682296
buy,104788.27,0.06933827480093928,3632.9189305875097,101644.6219,111075.56620000002,signal,
close_long,104500.81,,10878.824811288254,,,signal,-19.93198047427845
buy,104380.6,0.06948177989197388,3626.2749370960846,101249.182,110643.43600000002,signal,
close_long,103919.96,,10846.818724198816,,,signal,-32.00608708943881
buy,104206.77,0.06939292411423183,3615.606241399606,101080.5669,110459.17620000002,signal,
close_long,103941.07,,10828.381024261664,,,signal,-18.437699937151194
buy,104319.71,0.06919996885383509,3609.460341420555,101190.1187,110578.8926,signal,
close_long,103819.11,,10793.739519853432,,,signal,-34.64150440823025
buy,104140.01,0.0690976152832034,3597.913173284477,101015.8097,110388.4106,signal,
close_long,103808.41,,10770.826750625522,,,signal,-22.912769227909646
buy,104021.96,0.0690291854439551,3590.275583541841,100901.3012,110263.27760000002,signal,
close_long,104706.07,,10818.050306679586,,,signal,47.22355605406416
buy,104743.44,0.0688542741940344,3606.016768893195,101601.1368,111028.0464,signal,
close_long,104711.85,,10815.875200157796,,,signal,-2.1751065217893064
buy,104785.15,0.06881302805571081,3605.2917333859305,101641.5955,111072.259,signal,
close_long,104561.14,,10800.460393743037,,,signal,-15.414806414759418
buy,104476.46,0.06891798333482993,3600.1534645810107,101342.1662,110745.0476,signal,
close_long,104350.0,,10791.745025570513,,,signal,-8.715368172523034
buy,104389.06,0.06892002556315457,3597.248341856837,101257.3882,110652.4036,signal,
close_long,104128.25,,10773.769993703387,,,signal,-17.975031867126184
buy,104292.67,0.06886882202877337,3591.2566645677953,101163.8899,110550.2302,signal,
close_long,104096.93,,10760.289610479475,,,signal,-13.48038322391246
buy,104253.9,0.0688082307423158,3586.7632034931576,101126.283,110509.134,signal,
close_long,104150.71,,10753.189289149177,,,signal,-7.100321330298727
buy,104283.97,0.0687429991343136,3584.396429716391,101155.4509,110541.00820000001,signal,
close_long,104596.63,,10774.682475258513,,,signal,21.49318610933473
buy,104360.0,0.0688302189552735,3591.5608250861706,101229.2,110621.6,signal,
close_long,105932.77,,10882.936578724799,,,signal,108.25410346628578
buy,105994.0,0.06845001653379626,3627.6455262415984,102814.18,112353.64,signal,
close_long,103780.01,,10731.38892661914,,,signal,-151.54765210565995
buy,102980.69,0.06947185229010176,3577.1296422063797,99891.2693,109159.5314,signal,
close_long,103076.0,,10738.010288860909,,,signal,6.621362241769437
buy,103139.39,0.06940775513513578,3579.336762953637,100045.2083,109327.7534,signal,
close_long,103145.03,,10738.40174859987,,,signal,0.3914597389621254
buy,103221.0,0.06935540732086087,3579.4672495332898,100124.37,109414.26000000001,signal,
close_long,103248.07,,10740.279199476046,,,signal,1.8774508761761883
buy,103256.99,0.06934335518577514,3580.0930664920143,100159.2803,109452.4094,signal,
close_long,103396.29,,10749.938728853424,,,signal,9.65952937737767
buy,103405.28,0.06930618841934973,3583.312909617808,100303.1216,109609.5968,signal,
close_long,103424.25,,10751.253467247738,,,signal,1.314738394315145
buy,103477.42,0.06926634150231512,3583.7511557492453,100373.0974,109686.0652,signal,
close_long,103774.55,,10771.83457529832,,,signal,20.581108050583214
buy,103663.3,0.0692744978232304,3590.61152509944,100553.401,109883.09800000001,signal,
close_long,103479.99,,10759.135867102344,,,signal,-12.698708195976204
buy,103549.99,0.06926854599150513,3586.378622367448,100443.4903,109762.9894,signal,
close_long,103460.63,,10752.946029832543,,,signal,-6.189837269800939
buy,103530.91,0.06924145346114537,3584.3153432775134,100424.98270000001,109742.76460000001,signal,
close_long,103427.3,,10745.771922839434,,,signal,-7.174106993109311
buy,103549.99,0.06918250739145049,3581.92397427981,100443.4903,109762.9894,signal,
close_long,103467.51,,10740.065749629786,,,signal,-5.706173209647561
buy,103520.3,0.06916560165577693,3580.021916543262,100414.691,109731.51800000001,signal,
close_long,103449.18,,10735.146692040027,,,signal,-4.919057589759539
buy,103321.79,0.06926674868253849,3578.3822306800093,100222.1363,109521.0974,signal,
close_long,103072.54,,10717.881954930905,,,signal,-17.264737109122716
buy,102423.86,0.0697616223077377,3572.6273183103012,99351.1442,108569.29160000001,signal,
close_long,102311.99,,10710.077722243339,,,signal,-7.804232687566293
buy,102282.61,0.06980709443011762,3570.025907414446,99214.1317,108419.5666,signal,
close_long,101592.17,,10661.880111965009,,,signal,-48.19761027833057
buy,101701.09,0.06989030377789796,3553.960037321669,98650.0573,107803.1554,signal,
close_long,102333.85,,10706.103900583512,,,signal,44.22378861850336
buy,102419.82,0.06968770888670775,3568.7013001945033,99347.22540000001,108565.00920000001,signal,
close_long,102503.8,,10711.956274375818,,,signal,5.852373792305433
buy,102359.28,0.06976704196158094,3570.6520914586054,99288.5016,108500.8368,signal,
close_long,100917.18,,10611.345223163022,,,signal,-100.61105121279628
buy,101010.0,0.07003494850782446,3537.1150743876724,97979.7,107070.6,signal,
close_long,100451.45,,10572.227202673977,,,signal,-39.118020489045556
buy,99518.39,0.07082260342484759,3524.0757342246598,96532.8383,105489.4934,signal,
close_long,98714.84,,10515.317699691941,,,signal,-56.909502982036486
buy,98880.01,0.07089614776328024,3505.105899897314,95913.60969999999,104812.8106,signal,
close_long,98392.91,,10480.784186116449,,,signal,-34.53351357549318
buy,98602.41,0.07086225841144214,3493.5947287054814,95644.3377,104518.5546,signal,
close_long,101395.83,,10678.73223600814,,,signal,197.94804989169057
buy,101427.71,0.0701894464935216,3559.5774120027136,98384.8787,107513.37260000002,signal,
close_long,101325.96,,10671.590459827425,,,signal,-7.141776180715823
buy,101343.37,0.07020087885260724,3557.1968199424737,98303.0689,107423.9722,signal,
close_long,101291.42,,10667.94352417103,,,signal,-3.646935656392742
buy,101682.6,0.0699427665052561,3555.9811747236763,98632.122,107783.55600000001,signal,
close_long,100864.81,,10610.745029150698,,,signal,-57.19849502033396
buy,100650.0,0.07028147063520912,3536.9150097168995,97630.5,106689.0,signal,
close_long,104962.67,,10913.845819115046,,,signal,303.1007899643472
buy,105016.56,0.06928333219773496,3637.9486063716813,101866.06319999999,111317.5536,signal,
close_long,104919.6,,10907.128107225155,,,signal,-6.717711889891817
buy,104917.51,0.0693060551870713,3635.7093690750507,101769.98469999999,111212.5606,signal,
close_long,104811.14,,10899.756022134907,,,signal,-7.372085090248451
buy,104915.07,0.06926082225133726,3633.2520073783007,101767.6179,111209.97420000001,signal,
close_long,104788.0,,10890.95504945143,,,signal,-8.800972683477909
buy,104900.98,0.0692141932290269,3630.318349817144,101753.9506,111195.0388,signal,
close_long,105005.89,,10898.216310463087,,,signal,7.261261011657454
buy,105219.62,0.06905059665021339,3632.738770154362,102063.03139999999,111532.7972,signal,
close_long,104946.0,,10879.322686207655,,,signal,-18.893624255431067
buy,105167.88,0.0689647998115499,3626.440895402552,102012.84360000001,111477.95280000001,signal,
close_long,105378.65,,10893.858397063934,,,signal,14.535710856279652
buy,105461.0,0.06886500473833256,3631.286132354644,102297.17,111788.66,signal,
close_long,106050.02,,10934.421262154907,,,signal,40.56286509097292
buy,106149.61,0.06867301890953663,3644.8070873849683,102965.1217,112518.58660000001,signal,
close_long,106056.82,,10928.049092730293,,,signal,-6.372169424615464
buy,106144.29,0.06863643877424021,3642.683030910096,102959.9613,112512.9474,signal,
close_long,106130.41,,10927.096418960107,,,signal,-0.9526737701857749
buy,106188.46,0.06860190783417901,3642.365472986703,103002.8062,112559.7676,signal,
close_long,107175.24,,10994.791409572717,,,signal,67.69499061261108
buy,107186.3,0.06838430787997295,3664.9304698575725,103970.711,113617.478,signal,
close_long,107001.92,,10982.182710885809,,,signal,-12.608698686909731
buy,107402.53,0.06816836754767824,3660.72757029527,104180.4541,113846.6818,signal,
close_long,107198.59,,10968.280454008134,,,signal,-13.90225687767366
buy,107268.89,0.0681668932095667,3656.0934846693763,104050.8233,113705.0234,signal,
close_long,107205.27,,10963.94367626214,,,signal,-4.3367777459923165
buy,107310.1,0.06811377292701024,3654.6478920873797,104090.797,113748.706,signal,
close_long,107132.15,,10951.82283036978,,,signal,-12.120845892362265
buy,107184.7,0.06811807301085435,3650.60761012326,103969.159,113615.782,signal,
close_long,106922.35,,10933.952053915382,,,signal,-17.870776454397042
buy,107063.05,0.06808419309254614,3644.65068463846,103851.1585,113486.83300000001,signal,
close_long,107063.05,,10933.952053915382,,,signal,0.0
buy,107169.51,0.06801655964720676,3644.65068463846,103954.42469999999,113599.6806,signal,
